iter,f_loss,elapsed_sec
0,1.4241385459899902,0.05
1,5.377584457397461,0.09
2,9.540207862854004,0.12
3,14.037398338317871,0.15
4,17.82630729675293,0.19
5,21.790660858154297,0.22
6,24.206172943115234,0.26
7,23.77578353881836,0.29
8,16.60250473022461,0.32
9,10.080499649047852,0.36
10,2.6944637298583984,0.39
11,1.4343957901000977,0.42
12,2.4337310791015625,0.46
13,3.7588939666748047,0.49
14,3.6712570190429688,0.53
15,3.627377510070801,0.56
16,3.2840585708618164,0.59
17,3.4883899688720703,0.63
18,3.2283334732055664,0.66
19,2.876871109008789,0.69
20,2.7008352279663086,0.73
21,2.734572410583496,0.76
22,2.5918960571289062,0.79
23,2.542771339416504,0.83
24,2.102566719055176,0.86
25,2.2136735916137695,0.9
26,1.928558349609375,0.93
27,2.1393470764160156,0.96
28,1.9989213943481445,1.0
29,2.0077333450317383,1.03
30,1.7584381103515625,1.06
31,1.7924909591674805,1.09
32,1.6042804718017578,1.13
33,1.6933965682983398,1.16
34,1.5906305313110352,1.2
35,2.023256301879883,1.23
36,1.6811561584472656,1.26
37,1.5733680725097656,1.3
38,1.5358972549438477,1.33
39,1.285914421081543,1.36
40,1.634171485900879,1.4
41,1.6981887817382812,1.43
42,1.2549400329589844,1.46
43,1.3637828826904297,1.5
44,1.2776565551757812,1.53
45,1.1840486526489258,1.56
46,1.290522575378418,1.6
47,1.309239387512207,1.63
48,1.0392036437988281,1.66
49,1.1511049270629883,1.7
50,0.9850072860717773,1.73
51,1.0990228652954102,1.76
52,1.4268951416015625,1.79
53,1.1741371154785156,1.83
54,1.2059354782104492,1.86
55,1.168929100036621,1.9
56,1.2099189758300781,1.93
57,0.8096303939819336,1.96
58,1.1543645858764648,2.0
59,1.2699108123779297,2.03
60,1.1502923965454102,2.06
61,1.051772117614746,2.1
62,1.1896896362304688,2.13
63,1.1653318405151367,2.16
64,1.1935930252075195,2.2
65,1.1366939544677734,2.23
66,1.4310617446899414,2.26
67,1.2557764053344727,2.29
68,1.2460718154907227,2.33
69,1.1463727951049805,2.36
70,1.3669605255126953,2.39
71,1.058572769165039,2.43
72,1.1986331939697266,2.46
73,1.416489601135254,2.49
74,1.0524044036865234,2.53
75,1.286005973815918,2.56
76,1.3218603134155273,2.59
77,1.1626262664794922,2.63
78,1.052403450012207,2.66
79,1.2003374099731445,2.69
80,1.0092334747314453,2.73
81,1.0854463577270508,2.76
82,1.2594499588012695,2.8
83,1.415574073791504,2.83
84,1.2640342712402344,2.87
85,1.004709243774414,2.9
86,1.353250503540039,2.94
87,1.1918630599975586,2.97
88,0.9955263137817383,3.02
89,1.3671083450317383,3.06
90,1.0340309143066406,3.1
91,1.2023382186889648,3.13
92,1.6205520629882812,3.16
93,1.0638580322265625,3.2
94,1.3408946990966797,3.23
95,1.1915254592895508,3.26
96,1.3160600662231445,3.3
97,0.9002285003662109,3.33
98,1.2555818557739258,3.36
99,1.3420724868774414,3.4
100,1.163039207458496,3.43
101,1.2104053497314453,3.47
102,0.9387807846069336,3.5
103,0.9543132781982422,3.53
104,1.3653507232666016,3.57
105,1.266230583190918,3.6
106,1.3136110305786133,3.64
107,1.2654743194580078,3.67
108,1.3549442291259766,3.7
109,0.9393930435180664,3.74
110,1.1016359329223633,3.77
111,0.9704227447509766,3.8
112,1.4071693420410156,3.84
113,1.2974767684936523,3.87
114,0.8640174865722656,3.9
115,1.2820863723754883,3.94
116,1.1514463424682617,3.97
117,1.4049549102783203,4.0
118,1.3894681930541992,4.04
119,1.2880725860595703,4.07
120,0.9546995162963867,4.1
121,1.0500373840332031,4.14
122,0.9955854415893555,4.18
123,1.25067138671875,4.22
124,1.1410102844238281,4.25
125,1.1722354888916016,4.29
126,1.2351341247558594,4.32
127,1.0642833709716797,4.36
128,1.1165895462036133,4.39
129,1.3824443817138672,4.43
130,1.2227363586425781,4.46
131,1.1350822448730469,4.49
132,1.3566408157348633,4.53
133,1.0482654571533203,4.57
134,1.0712995529174805,4.61
135,1.1678285598754883,4.64
136,1.2502317428588867,4.68
137,1.106398582458496,4.72
138,1.3296489715576172,4.75
139,0.8273324966430664,4.79
140,1.4121456146240234,4.83
141,1.5020055770874023,4.86
142,1.2386112213134766,4.9
143,1.320657730102539,4.93
144,1.3338680267333984,4.97
145,1.2835578918457031,5.0
146,1.1565608978271484,5.04
147,1.2042608261108398,5.07
148,1.0659303665161133,5.11
149,1.169321060180664,5.14
150,0.9447336196899414,5.18
151,1.4401111602783203,5.21
152,0.8686294555664062,5.25
153,1.2821331024169922,5.28
154,1.2335891723632812,5.32
155,1.1166753768920898,5.35
156,1.1521930694580078,5.39
157,1.1641416549682617,5.42
158,1.1633062362670898,5.45
159,1.1997671127319336,5.49
160,1.1992435455322266,5.52
161,1.5299901962280273,5.56
162,1.2307806015014648,5.59
163,1.0901050567626953,5.63
164,1.061112403869629,5.67
165,0.8835849761962891,5.71
166,1.328812599182129,5.74
167,0.9274158477783203,5.78
168,1.3296947479248047,5.82
169,1.1263484954833984,5.85
170,1.0543251037597656,5.89
171,1.2606925964355469,5.92
172,1.1907739639282227,5.96
173,1.1756830215454102,5.99
174,1.2714099884033203,6.03
175,1.21728515625,6.07
176,1.1344995498657227,6.1
177,1.6023778915405273,6.14
178,1.4139509201049805,6.17
179,1.6486892700195312,6.21
180,1.3705816268920898,6.24
181,1.410984992980957,6.28
182,1.250227928161621,6.31
183,1.361846923828125,6.35
184,1.1286325454711914,6.38
185,1.1603431701660156,6.42
186,1.2044572830200195,6.46
187,1.263890266418457,6.5
188,1.1665124893188477,6.54
189,1.1351594924926758,6.59
190,1.1633872985839844,6.66
191,0.8362884521484375,6.72
192,1.2140874862670898,6.77
193,1.291259765625,6.81
194,1.1577606201171875,6.85
195,1.5654659271240234,6.88
196,0.97235107421875,6.92
197,1.2395706176757812,6.96
198,1.293233871459961,7.0
199,1.4160041809082031,7.03
200,1.376612663269043,7.07
201,1.1314630508422852,7.1
202,1.3218212127685547,7.14
203,0.943577766418457,7.18
204,1.0043144226074219,7.22
205,1.2283573150634766,7.27
206,1.045440673828125,7.31
207,1.4356193542480469,7.34
208,1.2190923690795898,7.38
209,1.1719951629638672,7.41
210,1.1566028594970703,7.45
211,1.2228069305419922,7.49
212,1.378281593322754,7.52
213,1.0072546005249023,7.56
214,0.9318027496337891,7.6
215,1.1518049240112305,7.63
216,1.0130739212036133,7.68
217,0.9320650100708008,7.73
218,1.3077020645141602,7.77
219,1.3576622009277344,7.81
220,1.2741546630859375,7.85
221,1.1861000061035156,7.89
222,1.3360261917114258,7.93
223,1.2123146057128906,7.96
224,1.2276248931884766,8.0
225,1.2524776458740234,8.03
226,1.3223609924316406,8.07
227,1.1801986694335938,8.1
228,1.123387336730957,8.14
229,1.1749391555786133,8.18
230,1.046870231628418,8.22
231,1.260350227355957,8.26
