config_name,D,f_lr,g_lr,L2-UVP,Cosine Similarity,L2 Error,final_f_loss,final_g_loss,final_f_gradient_norm,peak_f_gradient_norm,mean_f_gradient_norm,std_f_gradient_norm,final_g_gradient_norm,peak_g_gradient_norm,mean_g_gradient_norm,std_g_gradient_norm,final_f_parameter_norm,final_g_parameter_norm,training_time,iterations_per_second,NaN/Inf,completed_iterations
Baseline,16,0.001,0.001,37.638214111328125,0.768311619758606,6.014100074768066,10.712417602539062,160.36416625976562,13.849351062667486,2685.76409622588,17.911609704641975,123.86379158468573,1.5420738168230885,197.81038497775955,1.992346869399471,11.131893680654454,16.002006461984735,47.88196463963466,80.76590299978852,24.76292501806408,False,2000
G-slower-2x,16,0.001,0.0005,37.248870849609375,0.7706703543663025,5.951888084411621,10.748703002929688,160.1705322265625,14.80540697515181,453.32124928987446,10.669679387265392,22.422723100934004,0.3223327793293937,73.29336785744705,0.9604969927521856,4.513657619576734,15.969302789017823,24.057987598465573,83.23531637527049,24.02826212593345,False,2000
G-slower-4x,16,0.001,0.00025,37.23046875,0.772609293460846,5.948947906494141,10.697250366210938,166.53250122070312,14.835964859698569,142.31874218203072,9.933573522619321,7.97741166076834,0.4908532419525836,45.425529577809925,0.8172570302654716,3.2491927980238593,15.874288397366595,17.379210202001897,82.6533217499964,24.197454592925506,False,2000
